"Date: 2026-06-29+0000"
"Version: 7.2"
"Status: 
0 Normal
1 Completed
2 Archived"
"Folder Name","List Name","Title","Kind","Tags","Content","Is Check list","Start Date","Due Date","Reminder","Repeat","Priority","Status","Created Time","Completed Time","Order","Timezone","Is All Day","Is Floating","Column Name","Column Order","View Mode","taskId","parentId","projectKind"
"Lists","Book Topics","David Allens Mindsweep","TEXT","","","N","","","","","0","0","2026-04-22T00:27:27+0000","","1099510906880","Asia/Calcutta","false","false","General","-1","kanban","1","","NOTE"
"Lists","Book Topics","Oxford modern English Grammar","NOTE","","","N","","","","","0","0","2026-04-30T20:11:53+0000","","1099510972416","Asia/Kolkata","false","false","Now Reading","-131073","kanban","2","","NOTE"
"Lists","Book Topics","hostage negotiation ","NOTE","","","N","","","","","0","0","2026-04-30T02:58:07+0000","","1099511037952","Asia/Kolkata","false","false","General","-1","kanban","3","","NOTE"
"Lists","Book Topics","noam chomsky","TEXT","","","N","","","","","0","0","2026-04-24T11:44:28+0000","","1099511103488","Asia/Calcutta","false","false","General","-1","kanban","4","","NOTE"
"Lists","Book Topics","Hit makers how things become popular","TEXT","","","N","","","","","0","0","2026-04-26T19:10:12+0000","","1099511169024","Asia/Calcutta","false","false","General","-1","kanban","5","","NOTE"
"Lists","Book Topics","Technique for producing ideas","TEXT","","","N","","","","","0","0","2026-04-26T19:09:36+0000","","1099511234560","Asia/Calcutta","false","false","General","-1","kanban","6","","NOTE"
"Lists","Book Topics","100 ways to kill a teacher ","NOTE","","","N","","","","","0","0","2026-04-28T17:04:25+0000","","1099511300096","Asia/Calcutta","false","false","General","-1","kanban","7","","NOTE"
"Lists","Book Topics","either or","NOTE","","","N","","","","","0","0","2026-04-25T21:59:10+0000","","1099511431168","Asia/Calcutta","false","false","Top Interests","-65537","kanban","8","","NOTE"
"Lists","Book Topics","Laws of software engineering","NOTE","","","N","","","","","0","0","2026-04-21T23:51:57+0000","","1099511562240","Asia/Calcutta","false","false","Top Interests","-65537","kanban","9","","NOTE"
"Lists","Book Topics","Rotary engine","NOTE","","
","N","","","","","0","0","2026-03-14T00:04:53+0000","","2199023255552","Asia/Calcutta","false","false","General","-1","kanban","10","","NOTE"
"Lists","Book Topics","the pearl","NOTE","","
    <circle cx=""246"" cy=""203"" r=""2.5"" fill=""#0A0A0A""/>
    <circle cx=""266"" cy=""203"" r=""2.5"" fill=""#0A0A0A""/>

    <!-- Smile -->
    <path d=""M245 218 Q256 228 267 218""
          stroke=""#0A0A0A""
          stroke-width=""2""
          fill=""none""/>

    <!-- Body -->
    <path d=""M256 235
             L215 350
             L297 350 Z""
          fill=""#F5F5F7""/>

    <!-- Arms -->
    <line x1=""228""
          y1=""270""
          x2=""190""
          y2=""295""
          stroke=""#F5F5F7""
          stroke-width=""6""/>

    <line x1=""284""
          y1=""270""
          x2=""320""
          y2=""295""
          stroke=""#F5F5F7""
          stroke-width=""6""/>

    <!-- Small Travel Bag -->
    <rect x=""315""
          y=""292""
          width=""26""
          height=""18""
          rx=""4""
          fill=""#8E8E93""/>

  </g>

  <!-- Suspicious People -->
  <g opacity=""0.95"">

    <!-- Left Person -->
    <circle cx=""120""
            cy=""305""
            r=""22""
            fill=""#8E8E93""/>

    <!-- Angry Eyes -->
    <path d=""M110 300 L116 296""
          stroke=""#E04B35""
          stroke-width=""2""/>

    <path d=""M124 296 L130 300""
          stroke=""#E04B35""
          stroke-width=""2""/>

    <!-- Frown -->
    <path d=""M112 320 Q120 313 128 320""
          stroke=""#E04B35""
          stroke-width=""2""
          fill=""none""/>

    <!-- Body -->
    <line x1=""120""
          y1=""327""
          x2=""120""
          y2=""390""
          stroke=""#8E8E93""
          stroke-width=""7""/>

    <!-- Pointing Arm -->
    <line x1=""120""
          y1=""345""
          x2=""165""
          y2=""325""
          stroke=""#8E8E93""
          stroke-width=""6""/>

    <!-- Right Person -->
    <circle cx=""390""
            cy=""305""
            r=""22""
            fill=""#8E8E93""/>

    <path d=""M380 300 L386 296""
          stroke=""#E04B35""
          stroke-width=""2""/>

    <path d=""M394 296 L400 300""
          stroke=""#E04B35""
          stroke-width=""2""/>

    <path d=""M382 320 Q390 313 398 320""
          stroke=""#E04B35""
          stroke-width=""2""
          fill=""none""/>

    <line x1=""390""
          y1=""327""
          x2=""390""
          y2=""390""
          stroke=""#8E8E93""
          stroke-width=""7""/>

    <line x1=""390""
          y1=""345""
          x2=""345""
          y2=""325""
          stroke=""#8E8E93""
          stroke-width=""6""/>

  </g>

  <!-- Suspicious Text -->
  <text x=""120""
        y=""270""
        text-anchor=""middle""
        font-size=""14""
        font-family=""Arial""
        font-weight=""bold""
        fill=""#E04B35"">

    FOREIGNER?
    
    <animate attributeName=""opacity""
             values=""0.4;1;0.4""
             dur=""1.8s""
             repeatCount=""indefinite""/>
  </text>

  <text x=""390""
        y=""270""
        text-anchor=""middle""
        font-size=""14""
        font-family=""Arial""
        font-weight=""bold""
        fill=""#E04B35"">

    DON'T TRUST
    
    <animate attributeName=""opacity""
             values=""1;0.4;1""
             dur=""1.8s""
             repeatCount=""indefinite""/>
  </text>

  <!-- Main Word -->
  <text x=""256""
        y=""418""
        text-anchor=""middle""
        font-size=""34""
        font-family=""Arial""
        font-weight=""bold""
        fill=""#E04B35"">

    XENOPHOBIC

    <animate attributeName=""opacity""
             values=""0.5;1;0.5""
             dur=""1.5s""
             repeatCount=""indefinite""/>
  </text>

</svg>

[QUIZ_Q] Which situation best shows **Xenophobic** behavior?

[QUIZ_A1] Avoiding and distrusting someone only because they are from another country [CORRECT]

[QUIZ_A2] Learning about another culture with curiosity

[QUIZ_A3] Helping a tourist find directions

[QUIZ_A4] Trying food from another country

[QUIZ_EXP] A1 correct hai kyunki **Xenophobic** behavior ka matlab hota hai foreigners ya outsiders ke toward irrational fear, hatred ya distrust rakhna. Baaki options positive aur open-minded behavior show karte hain, isliye woh xenophobic nahi hain.","N","","","","","0","2","2026-06-02T15:22:13+0000","2026-06-02T16:12:36+0000","-9895604649984","Asia/Calcutta",,"false",,,"list","82","","TASK"
"","Notes","- [ ] Deviate","TEXT","","[WORD] Deviate

[PHONETIC] dee-vee-ayt

[DEFINITION] Kisi planned path, rule ya direction se hat jana.

[NARRATIVE] Imagine school picnic chal rahi hai aur sab students ko bola gaya hai ki group se alag mat jana. Lekin Devi ko roadside momos aur pani puri ki smell aati hai. Woh quietly bolti hai: “Bas 2 minute kha ke aati hoon…” Devi khana khane side gali mein chali jaati hai. Khate khate woh itna door nikal jaati hai ki usko wapas group ka road hi nahi milta. Teacher panic hokar bolta hai: “Devi deviated from the route and got lost!” Main path ya planned direction se hat jaana = Deviate.

[STORY]

Zane aur Dravin ne decide kiya tha ki iss month woh dono properly fitness routine follow karenge.

Subah running, healthy food aur fixed sleep schedule, sab kuch perfectly planned tha.

Starting ke 4 din sab smoothly chala.

Lekin weekend aate hi Dravin late night gaming start karne laga.

Usne bola:

“Bas aaj ek night chill karte hain.”

Phir woh 3 baje tak online game khelta raha.

Next morning woh running miss kar gaya.

Do din baad usne junk food bhi start kar diya aur pura routine slowly break hone laga.

Zane ne usko remind kiya:

“Bro, tu plan se **Deviate** kar raha hai.”

Dravin hansa aur bola:

“Thoda sa hi toh.”

Lekin week ke end tak uska pura schedule collapse ho gaya.

Assignments pending ho gaye, sleep cycle kharab ho gayi aur workouts completely stop ho gaye.

Tab Dravin ko realize hua ki ek small distraction bhi insaan ko main plan se **Deviate** karwa sakta hai.

[USAGE]

[Route ya road se hatna | ""The driver deviated from the main road.""]

[Study ya plan follow na karna | ""He deviated from his study schedule.""]

[Rules break karna ya expected behavior change karna | ""The employee deviated from company policy.""]

[Topic se bhatak jana | ""The speaker deviated from the main discussion.""]

[Healthy routine ya goal se off-track hona | ""She deviated from her diet plan during the festival.""]

[LEVEL] 2

[SVG]

<svg width=""512"" height=""512"" viewBox=""0 0 512 512"" xmlns=""http://www.w3.org/2000/svg"">

  <rect width=""512"" height=""512"" fill=""#0A0A0A""/>

  <!-- Title -->
  <text x=""256""
        y=""42""
        text-anchor=""middle""
        font-size=""28""
        font-family=""Arial""
        font-weight=""bold""
        fill=""#F5F5F7"">
    Devi got out to Ate
  </text>

  <text x=""256""
        y=""74""
        text-anchor=""middle""
        font-size=""18""
        font-family=""Arial""
        fill=""#8E8E93"">
    Then she Deviated and got lost
  </text>

  <!-- Main Scene -->
  <rect x=""40""
        y=""100""
        width=""432""
        height=""360""
        rx=""24""
        fill=""#1C1C1E""/>

  <!-- Main Straight Route -->
  <path d=""M256 110
           L256 450""
        stroke=""#F5F5F7""
        stroke-width=""18""
        stroke-linecap=""round""
        opacity=""0.95""/>

  <!-- Route markings -->
  <line x1=""256"" y1=""120"" x2=""256"" y2=""145""
        stroke=""#0A0A0A""
        stroke-width=""4""/>

  <line x1=""256"" y1=""175"" x2=""256"" y2=""200""
        stroke=""#0A0A0A""
        stroke-width=""4""/>

  <line x1=""256"" y1=""230"" x2=""256"" y2=""255""
        stroke=""#0A0A0A""
        stroke-width=""4""/>

  <!-- Deviated Path -->
  <path d=""M256 265
           Q345 255 435 340""
        stroke=""#E04B35""
        stroke-width=""14""
        fill=""none""
        stroke-linecap=""round"">

    <animate attributeName=""stroke-width""
             values=""14;18;14""
             dur=""2s""
             repeatCount=""indefinite""/>
  </path>

  <!-- Student Group -->
  <g opacity=""0.85"">

    <circle cx=""210"" cy=""185"" r=""13"" fill=""#8E8E93""/>
    <line x1=""210"" y1=""198""
          x2=""210"" y2=""240""
          stroke=""#8E8E93""
          stroke-width=""5""/>

    <circle cx=""256"" cy=""185"" r=""13"" fill=""#8E8E93""/>
    <line x1=""256"" y1=""198""
          x2=""256"" y2=""240""
          stroke=""#8E8E93""
          stroke-width=""5""/>

    <circle cx=""302"" cy=""185"" r=""13"" fill=""#8E8E93""/>
    <line x1=""302"" y1=""198""
          x2=""302"" y2=""240""
          stroke=""#8E8E93""
          stroke-width=""5""/>

  </g>

  <!-- Teacher -->
  <g>

    <circle cx=""145""
            cy=""290""
            r=""18""
            fill=""#F5F5F7""/>

    <line x1=""145""
          y1=""308""
          x2=""145""
          y2=""360""
          stroke=""#F5F5F7""
          stroke-width=""6""/>

    <line x1=""145""
          y1=""330""
          x2=""185""
          y2=""315""
          stroke=""#F5F5F7""
          stroke-width=""5""/>

    <!-- Panic Text -->
    <text x=""120""
          y=""255""
          text-anchor=""middle""
          font-size=""16""
          font-family=""Arial""
          font-weight=""bold""
          fill=""#E04B35"">

      DEVI?!

      <animate attributeName=""opacity""
               values=""1;0.3;1""
               dur=""1.5s""
               repeatCount=""indefinite""/>
    </text>

  </g>

  <!-- Food Stall -->
  <g>

    <!-- Stall -->
    <rect x=""375""
          y=""250""
          width=""70""
          height=""60""
          rx=""6""
          fill=""#3A1D1A""/>

    <!-- Roof -->
    <polygon points=""365,250 410,220 455,250""
             fill=""#E04B35""/>

    <!-- Sign -->
    <text x=""410""
          y=""242""
          text-anchor=""middle""
          font-size=""12""
          font-family=""Arial""
          font-weight=""bold""
          fill=""#F5F5F7"">
      MOMOS
    </text>

    <!-- Food bowls -->
    <circle cx=""392"" cy=""285"" r=""6"" fill=""#F5F5F7""/>
    <circle cx=""410"" cy=""285"" r=""6"" fill=""#F5F5F7""/>
    <circle cx=""428"" cy=""285"" r=""6"" fill=""#F5F5F7""/>

  </g>

  <!-- Devi Character -->
  <g>

    <animateTransform
      attributeName=""transform""
      type=""translate""
      values=""0 0;8 0;0 0""
      dur=""2s""
      repeatCount=""indefinite""/>

    <!-- Head -->
    <circle cx=""355""
            cy=""345""
            r=""24""
            fill=""#F5F5F7""/>

    <!-- Hair -->
    <path d=""M330 340
             Q355 290 380 340""
          fill=""#E04B35""/>

    <!-- Eyes -->
    <circle cx=""347"" cy=""344"" r=""2.5"" fill=""#0A0A0A""/>
    <circle cx=""363"" cy=""344"" r=""2.5"" fill=""#0A0A0A""/>

    <!-- Happy smile -->
    <path d=""M345 358
             Q355 368 365 358""
          stroke=""#0A0A0A""
          stroke-width=""2""
          fill=""none""/>

    <!-- Body -->
    <path d=""M355 370
             L320 445
             L390 445 Z""
          fill=""#F5F5F7""/>

    <!-- Food in hand -->
    <circle cx=""400""
            cy=""365""
            r=""12""
            fill=""#E04B35""/>

    <!-- Lost Question Marks -->
    <text x=""425""
          y=""365""
          font-size=""24""
          font-family=""Arial""
          font-weight=""bold""
          fill=""#E04B35"">

      ?

      <animate attributeName=""opacity""
               values=""0.2;1;0.2""
               dur=""1.2s""
               repeatCount=""indefinite""/>
    </text>

    <text x=""440""
          y=""395""
          font-size=""20""
          font-family=""Arial""
          font-weight=""bold""
          fill=""#E04B35"">

      ?

      <animate attributeName=""opacity""
               values=""1;0.2;1""
               dur=""1.4s""
               repeatCount=""indefinite""/>
    </text>

  </g>

  <!-- Arrow showing deviation -->
  <g>

    <line x1=""300""
          y1=""255""
          x2=""360""
          y2=""275""
          stroke=""#E04B35""
          stroke-width=""4""/>

    <polygon points=""360,275 348,268 350,282""
             fill=""#E04B35""/>

  </g>

  <!-- Main Word -->
  <text x=""256""
        y=""430""
        text-anchor=""middle""
        font-size=""38""
        font-family=""Arial""
        font-weight=""bold""
        fill=""#E04B35"">

    DEVIATE

    <animate attributeName=""opacity""
             values=""0.5;1;0.5""
             dur=""1.6s""
             repeatCount=""indefinite""/>
  </text>

</svg>

[QUIZ_Q] Which situation best shows someone **Deviating**?

[QUIZ_A1] Leaving the planned route to go somewhere else [CORRECT]

[QUIZ_A2] Following instructions exactly as told

[QUIZ_A3] Reaching school on time every day

[QUIZ_A4] Carefully staying on the main road

[QUIZ_EXP] A1 correct hai kyunki **Deviate** ka matlab hota hai planned path, direction ya rule se hat jana. Baaki options mein person proper route ya instructions follow kar raha hai, isliye woh deviation nahi hai.","N","","","","","0","2","2026-06-02T15:22:13+0000","2026-06-02T16:17:03+0000","-8796093022208","Asia/Calcutta",,"false",,,"list","83","","TASK"
"","Notes","- [ ] Defy","TEXT","","[WORD] Defy

[PHONETIC] dih-fai

[DEFINITION] Rules, authority ya danger ke against jaana ya openly challenge karna.

[NARRATIVE] Imagine school principal loudly bol raha hai: “Wall mat cross karo!” Lekin ek stubborn ladka intentionally rules ignore karta hai aur road cross kar deta hai. Teacher gusse mein bolta hai: “Kya yeh deaf hai kya?! Sunta hi nahi!” Woh jaan-boojhkar rules aur authority ko challenge kar raha tha. Rules ya authority ke against jaana = Defy.

[STORY]

Kritika ke coaching institute mein ek strict rule tha ki exam ke ek din pehle kisi bhi student ko library books issue nahi hongi.

Sab students quietly rule follow kar rahe the.

Lekin Dipti ko urgently ek physics reference book chahiye thi because uska preparation incomplete tha.

Librarian ne directly mana kar diya.

“Rule is rule.”

Most students wapas chale gaye, lekin Dipti ko laga yeh rule unfair hai because important exams next morning the.

Woh directly head teacher ke office chali gayi.

Usne confidently explain kiya ki students ko last-minute revision ke liye books milni chahiye.

Teacher ne pehle mana kiya, lekin Dipti calmly argue karti rahi.

Finally principal ne special permission de di.

Bahaar aakar Dex hansa aur bola:

“Tu toh pura system **Defy** kar gayi.”

Dipti muskuraayi.

“Kabhi kabhi wrong rules ko **Defy** karna zaroori hota hai.”

Us din kaafi students ko extra study material mil gaya.

[USAGE]

[Rules ke against jaana | ""The student defied the school rules.""]

[Authority ko challenge karna | ""The workers defied the manager's order.""]

[Danger ya fear ko ignore karna | ""The firefighter defied the flames to save the child.""]

[Social pressure ke against jaana | ""She defied society's expectations.""]

[Kisi restriction ko openly break karna | ""The biker defied the traffic signal.""]

[LEVEL] 2

[SVG]

<svg width=""512"" height=""512"" viewBox=""0 0 512 512"" xmlns=""http://www.w3.org/2000/svg"">

  <!-- Background -->
  <rect width=""512"" height=""512"" fill=""#0A0A0A""/>

  <!-- Title -->
  <text x=""256""
        y=""40""
        text-anchor=""middle""
        font-size=""30""
        font-family=""Arial""
        font-weight=""bold""
        fill=""#F5F5F7"">
    Deaf Guy = Defy
  </text>

  <text x=""256""
        y=""72""
        text-anchor=""middle""
        font-size=""18""
        font-family=""Arial""
        fill=""#8E8E93"">
    Ignoring rules and authority
  </text>

  <!-- Main Scene -->
  <rect x=""35""
        y=""95""
        width=""442""
        height=""380""
        rx=""24""
        fill=""#1C1C1E""/>

  <!-- Road -->
  <rect x=""188""
        y=""110""
        width=""136""
        height=""340""
        fill=""#0F0F11""/>

  <!-- Road Divider -->
  <line x1=""256"" y1=""120""
        x2=""256"" y2=""160""
        stroke=""#F5F5F7""
        stroke-width=""6""/>

  <line x1=""256"" y1=""185""
        x2=""256"" y2=""225""
        stroke=""#F5F5F7""
        stroke-width=""6""/>

  <line x1=""256"" y1=""250""
        x2=""256"" y2=""290""
        stroke=""#F5F5F7""
        stroke-width=""6""/>

  <line x1=""256"" y1=""315""
        x2=""256"" y2=""355""
        stroke=""#F5F5F7""
        stroke-width=""6""/>

  <!-- Principal -->
  <g>

    <!-- Head -->
    <circle cx=""95""
            cy=""285""
            r=""20""
            fill=""#F5F5F7""/>

    <!-- Hair -->
    <path d=""M76 282
             Q95 248 114 282""
          fill=""#E04B35""/>

    <!-- Angry Brows -->
    <path d=""M84 278 L92 274""
          stroke=""#0A0A0A""
          stroke-width=""2""/>

    <path d=""M98 274 L106 278""
          stroke=""#0A0A0A""
          stroke-width=""2""/>

    <!-- Eyes -->
    <circle cx=""88"" cy=""284"" r=""2"" fill=""#0A0A0A""/>
    <circle cx=""102"" cy=""284"" r=""2"" fill=""#0A0A0A""/>

    <!-- Mouth -->
    <ellipse cx=""95""
             cy=""295""
             rx=""7""
             ry=""5""
             fill=""#E04B35""/>

    <!-- Neck -->
    <line x1=""95""
          y1=""305""
          x2=""95""
          y2=""314""
          stroke=""#F5F5F7""
          stroke-width=""4""/>

    <!-- Body -->
    <line x1=""95""
          y1=""314""
          x2=""95""
          y2=""375""
          stroke=""#F5F5F7""
          stroke-width=""5""/>

    <!-- Arms -->
    <line x1=""95""
          y1=""336""
          x2=""58""
          y2=""355""
          stroke=""#F5F5F7""
          stroke-width=""5""/>

    <line x1=""95""
          y1=""336""
          x2=""150""
          y2=""286""
          stroke=""#F5F5F7""
          stroke-width=""6""/>

    <!-- Legs -->
    <line x1=""95""
          y1=""375""
          x2=""70""
          y2=""418""
          stroke=""#F5F5F7""
          stroke-width=""5""/>

    <line x1=""95""
          y1=""375""
          x2=""120""
          y2=""418""
          stroke=""#F5F5F7""
          stroke-width=""5""/>

    <!-- Speech Bubble -->
    <g>

      <rect x=""28""
            y=""180""
            width=""140""
            height=""58""
            rx=""14""
            fill=""#E04B35""/>

      <polygon points=""120,238 140,255 126,232""
               fill=""#E04B35""/>

      <text x=""98""
            y=""215""
            text-anchor=""middle""
            font-size=""17""
            font-family=""Arial""
            font-weight=""bold""
            fill=""#F5F5F7"">

        DON'T CROSS!
      </text>

      <text x=""98""
            y=""230""
            text-anchor=""middle""
            font-size=""11""
            font-family=""Arial""
            fill=""#F5F5F7"">
        PRINCIPAL SHOUTING
      </text>

      <animate attributeName=""opacity""
               values=""1;0.5;1""
               dur=""1.2s""
               repeatCount=""indefinite""/>

    </g>

  </g>

  <!-- Defying Boy -->
  <g>

    <animateTransform
      attributeName=""transform""
      type=""translate""
      values=""-25 0;25 0;-25 0""
      dur=""2.2s""
      repeatCount=""indefinite""/>

    <!-- Head -->
    <circle cx=""292""
            cy=""250""
            r=""20""
            fill=""#F5F5F7""/>

    <!-- Stylish Hair -->
    <path d=""M273 246
             Q292 212 311 246""
          fill=""#E04B35""/>

    <!-- Smug Brows -->
    <path d=""M282 244 L288 242""
          stroke=""#0A0A0A""
          stroke-width=""2""/>

    <path d=""M296 242 L302 244""
          stroke=""#0A0A0A""
          stroke-width=""2""/>

    <!-- Eyes -->
    <circle cx=""286"" cy=""249"" r=""2"" fill=""#0A0A0A""/>
    <circle cx=""298"" cy=""249"" r=""2"" fill=""#0A0A0A""/>

    <!-- Smirk -->
    <path d=""M284 262
             Q292 268 302 260""
          stroke=""#0A0A0A""
          stroke-width=""2""
          fill=""none""/>

    <!-- Neck -->
    <line x1=""292""
          y1=""270""
          x2=""292""
          y2=""278""
          stroke=""#F5F5F7""
          stroke-width=""4""/>

    <!-- Body -->
    <line x1=""292""
          y1=""278""
          x2=""292""
          y2=""345""
          stroke=""#F5F5F7""
          stroke-width=""5""/>

    <!-- Walking Arms -->
    <line x1=""292""
          y1=""305""
          x2=""260""
          y2=""325""
          stroke=""#F5F5F7""
          stroke-width=""5""/>

    <line x1=""292""
          y1=""305""
          x2=""324""
          y2=""285""
          stroke=""#F5F5F7""
          stroke-width=""5""/>

    <!-- Walking Legs -->
    <line x1=""292""
          y1=""345""
          x2=""265""
          y2=""390""
          stroke=""#F5F5F7""
          stroke-width=""5""/>

    <line x1=""292""
          y1=""345""
          x2=""322""
          y2=""380""
          stroke=""#F5F5F7""
          stroke-width=""5""/>

    <!-- Ear Ignore Symbol -->
    <circle cx=""326""
            cy=""246""
            r=""15""
            stroke=""#E04B35""
            stroke-width=""4""
            fill=""none""/>

    <line x1=""315""
          y1=""257""
          x2=""337""
          y2=""235""
          stroke=""#E04B35""
          stroke-width=""4""/>

  </g>

  <!-- Motion Arrow -->
  <g opacity=""0.9"">

    <path d=""M228 205
             Q305 170 380 205""
          stroke=""#E04B35""
          stroke-width=""5""
          fill=""none""/>

    <polygon points=""380,205 360,195 364,215""
             fill=""#E04B35""/>

  </g>

  <!-- DEAF text -->
  <text x=""395""
        y=""265""
        text-anchor=""middle""
        font-size=""22""
        font-family=""Arial""
        font-weight=""bold""
        fill=""#E04B35"">

    DEAF?!

    <animate attributeName=""opacity""
               values=""0.2;1;0.2""
               dur=""1.4s""
               repeatCount=""indefinite""/>
  </text>

  <!-- Main Word -->
  <text x=""256""
        y=""445""
        text-anchor=""middle""
        font-size=""42""
        font-family=""Arial""
        font-weight=""bold""
        fill=""#E04B35"">

    DEFY

    <animate attributeName=""opacity""
             values=""0.5;1;0.5""
             dur=""1.5s""
             repeatCount=""indefinite""/>
  </text>

</svg>

[QUIZ_Q] Which situation best shows someone **Defying** authority?

[QUIZ_A1] Ignoring a teacher's direct warning and breaking the rule [CORRECT]

[QUIZ_A2] Following school instructions carefully

[QUIZ_A3] Asking permission before leaving class

[QUIZ_A4] Respecting traffic signals during driving

[QUIZ_EXP] A1 correct hai kyunki **Defy** ka matlab hota hai rules, authority ya warnings ke against jaana. Baaki options mein log properly instructions follow kar rahe hain, isliye woh defiance nahi hai.","N","","","","","0","2","2026-06-02T15:22:13+0000","2026-06-02T16:22:52+0000","-7696581394432","Asia/Calcutta",,"false",,,"list","84","","TASK"
"","Notes","- [ ] Defund","TEXT","","[WORD] Defund

[PHONETIC] dee-fuhnd

[DEFINITION] Kisi organization, project ya service se financial support ya funding hata dena.

[NARRATIVE] Imagine city ka mayor announce karta hai: “The fund for this public library is cancelled.” Workers shock mein bolte hain: “You mean they DEFUND the library?!” Paise ya financial support hata dena = Defund.

[STORY]

Rivan ke school mein ek robotics club tha jahan students machines aur small robots banana seekhte the.

Club kaafi popular tha aur students national competitions mein bhi participate karte the.

Har year school us club ko budget deta tha tools, batteries aur computer parts kharidne ke liye.

Lekin ek din principal ne meeting mein announce kiya ki iss saal robotics club ko money nahi milega.

School ne sports stadium renovation ko zyada priority de di thi.

Club room mein silence chha gaya.

Ek student ne shocked hokar poocha:

“So… they’re basically going to **Defund** the robotics club?”

Teacher sadly nodded.

Next few weeks mein students ko old broken equipment reuse karna pada.

Kuch projects completely stop ho gaye because important parts kharidne ke paise hi nahi the.

Rivan ko tab properly samajh aaya ki kisi project ko **Defund** karna matlab uski financial support hata dena hota hai.

[USAGE]

[Government ya organization se funding hata dena | ""The city decided to defund the old project.""]

[Public service ka budget cancel karna | ""People protested after officials tried to defund the library.""]

[School ya club ka money remove karna | ""The school defunded the robotics program.""]

[Financial support stop karna | ""The company defunded the research team.""]

[Kisi activity ke budget ko reduce ya remove karna | ""The campaign demanded to defund the corrupt department.""]

[LEVEL] 2

[SVG]

<svg width=""512"" height=""512"" viewBox=""0 0 512 512"" xmlns=""http://www.w3.org/2000/svg"">

  <!-- Background -->
  <rect width=""512"" height=""512"" fill=""#0A0A0A""/>

  <!-- Title -->
  <text x=""256""
        y=""42""
        text-anchor=""middle""
        font-size=""30""
        font-family=""Arial""
        font-weight=""bold""
        fill=""#F5F5F7"">
    The Fund = Defund
  </text>

  <text x=""256""
        y=""74""
        text-anchor=""middle""
        font-size=""18""
        font-family=""Arial""
        fill=""#8E8E93"">
    Removing financial support
  </text>

  <!-- Main Scene -->
  <rect x=""35""
        y=""95""
        width=""442""
        height=""380""
        rx=""24""
        fill=""#1C1C1E""/>

  <!-- Library Building -->
  <g>

    <rect x=""140""
          y=""170""
          width=""230""
          height=""185""
          rx=""6""
          fill=""#8E8E93""/>

    <!-- Roof -->
    <polygon points=""120,170 255,110 390,170""
             fill=""#E04B35""/>

    <!-- Door -->
    <rect x=""225""
          y=""270""
          width=""60""
          height=""85""
          rx=""5""
          fill=""#0A0A0A""/>

    <!-- Windows -->
    <rect x=""170""
          y=""210""
          width=""35""
          height=""35""
          fill=""#F5F5F7""/>

    <rect x=""305""
          y=""210""
          width=""35""
          height=""35""
          fill=""#F5F5F7""/>

    <!-- LIBRARY Text -->
    <text x=""255""
          y=""155""
          text-anchor=""middle""
          font-size=""22""
          font-family=""Arial""
          font-weight=""bold""
          fill=""#F5F5F7"">
      LIBRARY
    </text>

  </g>

  <!-- Mayor -->
  <g>

    <!-- Head -->
    <circle cx=""95""
            cy=""285""
            r=""20""
            fill=""#F5F5F7""/>

    <!-- Hair -->
    <path d=""M76 280
             Q95 248 114 280""
          fill=""#E04B35""/>

    <!-- Eyes -->
    <circle cx=""88"" cy=""284"" r=""2"" fill=""#0A0A0A""/>
    <circle cx=""102"" cy=""284"" r=""2"" fill=""#0A0A0A""/>

    <!-- Mouth -->
    <ellipse cx=""95""
             cy=""295""
             rx=""7""
             ry=""4""
             fill=""#E04B35""/>

    <!-- Body -->
    <line x1=""95""
          y1=""305""
          x2=""95""
          y2=""372""
          stroke=""#F5F5F7""
          stroke-width=""5""/>

    <!-- Arms -->
    <line x1=""95""
          y1=""330""
          x2=""65""
          y2=""350""
          stroke=""#F5F5F7""
          stroke-width=""5""/>

    <line x1=""95""
          y1=""330""
          x2=""130""
          y2=""315""
          stroke=""#F5F5F7""
          stroke-width=""5""/>

    <!-- Legs -->
    <line x1=""95""
          y1=""372""
          x2=""72""
          y2=""415""
          stroke=""#F5F5F7""
          stroke-width=""5""/>

    <line x1=""95""
          y1=""372""
          x2=""118""
          y2=""415""
          stroke=""#F5F5F7""
          stroke-width=""5""/>

    <!-- Speech Bubble -->
    <g>

      <rect x=""28""
            y=""180""
            width=""145""
            height=""60""
            rx=""14""
            fill=""#E04B35""/>

      <polygon points=""120,240 138,258 124,234""
               fill=""#E04B35""/>

      <text x=""100""
            y=""210""
            text-anchor=""middle""
            font-size=""16""
            font-family=""Arial""
            font-weight=""bold""
            fill=""#F5F5F7"">
        CANCEL THE
      </text>

      <text x=""100""
            y=""228""
            text-anchor=""middle""
            font-size=""18""
            font-family=""Arial""
            font-weight=""bold""
            fill=""#F5F5F7"">
        FUND!
      </text>

      <animate attributeName=""opacity""
               values=""1;0.5;1""
